8.05039e+9, 4.51921e+1
7.08623e+9, 4.83455e+1
6.31763e+9, 5.10266e+1
5.63239e+9, 5.38564e+1
5.02147e+9, 5.68431e+1
4.53429e+9, 5.99947e+1
4.04248e+9, 6.41802e+1
3.55833e+9, 6.86586e+1
3.17238e+9, 7.24661e+1
2.86460e+9, 7.75208e+1
2.55389e+9, 8.29290e+1
2.24802e+9, 8.75291e+1
2.02992e+9, 9.36344e+1
1.83298e+9, 9.88258e+1
1.65515e+9, 1.04305e+2
1.47562e+9, 1.10089e+2
1.33246e+9, 1.16193e+2
1.21863e+9, 1.22634e+2
1.08645e+9, 1.31189e+2
9.93642e+8, 1.38461e+2
8.97240e+8, 1.48119e+2
9.44211e+8, 1.31207e+2
1.17288e+9, 1.13120e+2
1.51375e+9, 1.07162e+2
1.76416e+9, 9.36472e+1
1.83298e+9, 8.52202e+1
2.33572e+9, 8.29362e+1
2.45800e+9, 7.64953e+1
2.75704e+9, 6.77571e+1
3.38132e+9, 6.77436e+1
3.69715e+9, 5.68600e+1
4.30873e+9, 5.68516e+1
4.77167e+9, 5.24338e+1
6.15848e+9, 4.64378e+1
7.08623e+9, 4.39968e+1
6.31763e+9, 5.68304e+1
3.84138e+9, 8.28960e+1
2.97635e+9, 8.18076e+1
2.55389e+9, 1.04261e+2
1.69792e+9, 1.17741e+2
1.69792e+9, 1.17741e+2
1.49457e+9, 1.27664e+2
1.21863e+9, 1.36582e+2
1.11453e+9, 1.46107e+2
9.20426e+8, 1.67198e+2
2.16362e+9, 1.05691e+2
3.09246e+9, 8.86881e+1
4.53429e+9, 7.34230e+1
5.70470e+9, 6.33005e+1
7.55295e+9, 5.38410e+1
3.29614e+9, 6.24873e+1
1.05908e+9, 1.58409e+2
1.90449e+9, 1.11554e+2
2.82829e+9, 9.74628e+1
4.04248e+9, 7.44266e+1
5.15123e+9, 6.50349e+1
5.35219e+9, 4.83588e+1
1.42022e+9, 1.00190e+2
1.04566e+9, 1.22652e+2
1.29889e+9, 1.17771e+2
